Response_ID,What year were you born,Gender,Tenure,Industry,Organisation size,Household Type,Metro or Regional,Pay cut willingness to work remotely,Productivity while working remotely
630,1992,Female,Between 6 and 12 months,Service Industry,More than 200,Group household,Metro,No,20% Less productive
631,1994,Male,Between 1 and 5 years,Retail and Food,Between 20 and 199,Couple with dependent children,Metro,No,20% More productive
632,1990,Male,Between 6 and 12 months,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,Yes,40% More productive
633,2000,Male,Between 6 and 12 months,Manufacturing and trade,Between 1 and 4,Couple with dependent children,Regional,Yes,30% More productive
634,1981,Female,Between 1 and 5 years,Manufacturing and trade,More than 200,One parent family with dependent children,Metro,No,40% More productive
635,1971,Female,Between 1 and 5 years,Manufacturing and trade,Between 5 and 19,Couple with no dependent children,Metro,No,30% More productive
636,1968,Male,More than 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,Yes,No Change
637,1981,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,Yes,40% More productive
638,2002,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Group household,Metro,No,50% Less productive
639,1978,Male,Between 1 and 5 years,Retail and Food,Between 20 and 199,Couple with no dependent children,Metro,Yes,50% More productive
640,1985,Female,Between 1 and 5 years,Retail and Food,More than 200,Couple with dependent children,Metro,No,20% More productive
641,1995,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Metro,No,20% More productive
642,1963,Female,More than 5 years,Public and utility services,More than 200,Single person,Regional,No,20% More productive
643,1978,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,Yes,No Change
644,1994,Female,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,Yes,30% More productive
645,1960,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No,30% More productive
646,1994,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,30% More productive
647,1959,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with no dependent children,Metro,No,20% More productive
648,1995,Female,Between 1 and 5 years,Service Industry,More than 200,Multiple family household,Metro,No,No Change
649,1968,Male,More than 5 years,Service Industry,More than 200,Single person,Metro,No,40% More productive
650,1980,Female,Between 1 and 5 years,Service Industry,I am a sole trader/owner-operator,Couple with dependent children,Metro,Yes,10% More productive
651,1985,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,30% More productive
652,1985,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,30% Less productive
653,1976,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No,30% More productive
654,1963,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,50% More productive
655,1957,Female,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Regional,Yes,40% More productive
656,1958,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,30% More productive
657,1970,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,One parent family with dependent children,Regional,Yes,50% More productive
658,1972,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,No,No Change
659,1978,Male,More than 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,No,20% More productive
660,1975,Male,More than 5 years,Public and utility services,Between 5 and 19,Couple with dependent children,Metro,No,30% More productive
661,1957,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No,30% More productive
662,1973,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,Yes,40% More productive
663,1968,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,No Change
664,1961,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Other one family household,Metro,No,20% More productive
665,1961,Male,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,No,No Change
666,1958,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,No Change
667,2000,Female,Between 1 and 5 years,Public and utility services,Between 1 and 4,One parent family with dependent children,Regional,No,40% More productive
668,1992,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,30% More productive
669,1990,Male,More than 5 years,Service Industry,More than 200,Other one family household,Metro,No,20% More productive
670,1974,Male,Between 6 and 12 months,Retail and Food,More than 200,One parent family with dependent children,Metro,No,30% Less productive
671,1968,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% More productive
672,1983,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,50% More productive
673,1984,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,No,20% More productive
674,1961,Male,Between 1 and 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,No,No Change
675,1958,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,30% More productive
676,1971,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No,50% Less productive
677,1969,Male,Between 1 and 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,No,40% More productive
678,1986,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Single person,Metro,No,No Change
679,1986,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,Couple with dependent children,Metro,Yes,No Change
680,1964,Female,Between 1 and 5 years,Public and utility services,More than 200,Multiple family household,Regional,No,No Change
681,1979,Female,Between 1 and 5 years,Service Industry,More than 200,One parent family with dependent children,Metro,Yes,20% Less productive
682,1992,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,20% Less productive
683,1990,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,No Change
684,1989,Female,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,No,20% More productive
685,1963,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,No,No Change
686,1986,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No,No Change
687,1961,Male,Between 1 and 5 years,Service Industry,I am a sole trader/owner-operator,Couple with no dependent children,Regional,No,20% More productive
688,1966,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,50% More productive
689,1998,Male,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Regional,No,30% More productive
690,1966,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,Yes,No Change
691,1995,Female,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,One parent family with dependent children,Metro,Yes,20% More productive
692,1984,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,No Change
693,1970,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,40% More productive
694,1958,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,Yes,20% More productive
695,1961,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with no dependent children,Metro,No,30% More productive
696,1988,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,Yes,No Change
697,1957,Male,More than 5 years,Service Industry,Between 5 and 19,Single person,Metro,No,20% Less productive
698,1999,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,Yes,30% Less productive
699,1997,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,10% Less productive
700,2000,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% Less productive
701,1964,Female,More than 5 years,Public and utility services,Between 20 and 199,Other one family household,Regional,No,No Change
702,1962,Male,More than 5 years,Service Industry,I am a sole trader/owner-operator,Couple with dependent children,Metro,No,No Change
703,1977,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,30% More productive
704,1971,Female,More than 5 years,Public and utility services,Between 20 and 199,One parent family with dependent children,Metro,No,No Change
705,1987,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,Yes,50% More productive
706,1979,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,No,50% Less productive
707,1978,Female,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,Yes,20% Less productive
708,1987,Female,More than 5 years,Retail and Food,Between 5 and 19,Other one family household,Metro,No,30% More productive
709,1959,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,20% More productive
710,1969,Male,More than 5 years,Service Industry,More than 200,Multiple family household,Metro,No,40% Less productive
711,1979,Female,More than 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,No,50% More productive
712,1957,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No,40% More productive
713,1964,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No,20% More productive
