Response_ID,What_year_were_you_born,Gender,Tenure,Industry,Organisation_size,Household_type,Metro_Regional,Productivity while working remotely
672,1985,Male,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,30% More productive
673,1988,Female,Between 1 and 5 years,Public and utility services,More than 200,Couple with no dependent children,Metro,No change
674,1984,Male,Between 1 and 5 years,Service Industry,More than 200,Single person,Regional,20% Less productive
675,1973,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,50% More productive
676,1971,Male,Between 1 and 5 years,Service Industry,I am the only employee,Couple with no dependent children,Metro,No change
677,1962,Female,More than 5 years,Public and utility services,More than 200,Single person,Metro,50% More productive
678,1972,Male,More than 5 years,Service Industry,Between 20 and 199,Single person,Metro,10% More productive
679,1986,Male,Between 1 and 5 years,Retail and Food,More than 200,Couple with no dependent children,Metro,No change
680,1995,Male,Between 6 and 12 months,Service Industry,Between 1 and 4,Single person,Metro,20% More productive
681,1984,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,40% More productive
682,1977,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Regional,No change
683,1965,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with dependent children,Metro,No change
684,1964,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Regional,20% More productive
685,1985,Female,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,10% More productive
686,1982,Male,More than 5 years,Manufacturing and trade,More than 200,Couple with dependent children,Regional,50% More productive
687,1958,Male,More than 5 years,Retail and Food,Between 1 and 4,Couple with dependent children,Metro,40% More productive
688,1960,Male,Between 1 and 5 years,Public and utility services,Between 20 and 199,Couple with no dependent children,Metro,20% More productive
689,1987,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
690,1984,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
691,1960,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,30% More productive
692,1962,Female,More than 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Regional,20% Less productive
693,1956,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,No change
694,1986,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,50% Less productive
695,1958,Male,More than 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,No change
696,1959,Male,More than 5 years,Service Industry,I am the only employee,Single person,Regional,10% More productive
697,1955,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,30% More productive
698,1988,Male,Between 6 and 12 months,Manufacturing and trade,Between 5 and 19,Single person,Metro,10% Less productive
699,1985,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,30% More productive
700,1970,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Multiple family household,Metro,No change
701,1991,Female,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,50% More productive
702,1986,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Regional,50% More productive
703,1987,Male,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with no dependent children,Metro,40% Less productive
704,1956,Male,More than 5 years,Manufacturing and trade,Between 1 and 4,Couple with no dependent children,Metro,50% More productive
705,1989,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% Less productive
706,1968,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
707,1965,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,40% More productive
708,1988,Male,Between 1 and 5 years,Retail and Food,Between 1 and 4,Group household,Metro,No change
709,1990,Male,Between 1 and 5 years,Service Industry,More than 200,Group household,Metro,No change
710,1988,Male,Between 6 and 12 months,Service Industry,More than 200,Couple with no dependent children,Metro,20% Less productive
711,1985,Male,Between 6 and 12 months,Public and utility services,Between 5 and 19,Couple with dependent children,Metro,30% More productive
712,1957,Female,More than 5 years,Service Industry,I am the only employee,Couple with no dependent children,Regional,No change
713,1987,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
714,1989,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,20% More productive
715,1986,Female,Between 6 and 12 months,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
716,1958,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% Less productive
717,1991,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
718,1963,Male,More than 5 years,Retail and Food,More than 200,Couple with no dependent children,Regional,No change
719,1987,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,40% More productive
720,1963,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Regional,20% More productive
721,1986,Female,Between 6 and 12 months,Retail and Food,Between 5 and 19,Single person,Metro,30% Less productive
722,1969,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,50% More productive
723,1960,Male,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,20% More productive
724,1990,Female,Between 1 and 5 years,Retail and Food,Between 5 and 19,Group household,Metro,20% Less productive
725,1955,Female,Between 1 and 5 years,Service Industry,I am the only employee,Couple with no dependent children,Metro,40% More productive
726,1961,Male,More than 5 years,Service Industry,Between 1 and 4,Couple with dependent children,Metro,No change
727,1963,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,No change
728,1979,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with no dependent children,Metro,20% More productive
729,1992,Female,Between 1 and 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,20% More productive
730,1974,Female,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,30% More productive
731,1965,Female,Between 1 and 5 years,Service Industry,More than 200,Single person,Metro,20% More productive
732,1973,Female,More than 5 years,Service Industry,Between 5 and 19,Couple with dependent children,Metro,20% More productive
733,1964,Male,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
734,1975,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,No change
735,1982,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,40% More productive
736,1984,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,30% More productive
737,1976,Female,More than 5 years,Service Industry,More than 200,Single person,Metro,50% More productive
738,1976,Male,More than 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
739,1978,Male,Between 1 and 5 years,Manufacturing and trade,Between 20 and 199,Couple with dependent children,Metro,20% Less productive
740,1976,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Group household,Metro,50% More productive
741,1981,Female,More than 5 years,Service Industry,More than 200,Couple with no dependent children,Metro,No change
742,1968,Male,Between 1 and 5 years,Service Industry,Between 20 and 199,Single person,Metro,10% More productive
743,1977,Female,Between 1 and 5 years,Service Industry,Between 20 and 199,Couple with dependent children,Metro,No change
744,1970,Male,Between 1 and 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
745,1972,Male,More than 5 years,Public and utility services,More than 200,Couple with dependent children,Metro,10% More productive
746,1981,Female,More than 5 years,Service Industry,More than 200,Couple with dependent children,Metro,No change
747,1970,Male,Between 6 and 12 months,Service Industry,More than 200,Single person,Metro,20% More productive
748,1964,Female,More than 5 years,Service Industry,Between 20 and 199,Couple with no dependent children,Metro,50% More productive
